scorer,,,Rohit,Rohit,Rohit,Rohit,Rohit,Rohit,Rohit,Rohit,Rohit,Rohit,Rohit,Rohit,Rohit,Rohit,Rohit,Rohit,Rohit,Rohit,Rohit,Rohit,Rohit,Rohit,Rohit,Rohit,Rohit,Rohit,Rohit,Rohit
bodyparts,,,mouth,mouth,head,head,neck,neck,torso,torso,leg1,leg1,foot1,foot1,leg2,leg2,foot2,foot2,leg3,leg3,foot3,foot3,leg4,leg4,foot4,foot4,tail,tail,end,end
coords,,,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data,Horse Walk,img0247.png,540.9903180651684,307.30620577027764,513.9275604634886,247.58149933898437,427.1400964305155,197.18877828758065,305.8242864919511,201.85477097752545,388.8789563729683,251.3142934909402,450.4700598802395,391.2940741892837,357.1502060813437,281.17664670658684,349.68461777743204,399.6928610311844,199.43965316120995,257.8466832568629,222.7696166109339,401.5592581071623,174.2432926355081,287.7090364725095,146.24733649583942,390.3608756512948,169.5772999455633,167.32642507193407,136.91535111594982,330.63616922000153
labeled-data,Horse Walk,img0310.png,489.6643984757756,330.63616922000153,459.8020452601291,264.3790730227856,382.34656660704553,205.58756512948128,274.09553620032653,213.05315343339294,343.1522280115094,255.04708764289603,387.94575783497936,407.15844933509607,333.8202426316198,290.5086320864764,313.2898747958628,404.35885372112915,162.11171164165165,267.17866863675243,178.9092853254529,408.091647873085,213.43763123104435,269.0450657127304,210.63803561707743,393.16047126526166,149.98013064779525,180.39120460377944,125.71696866008233,326.9033750680457
labeled-data,Horse Walk,img0406.png,452.33645695621743,343.7009487518469,441.1380745003499,274.6442569406641,398.2109417528579,167.32642507193407,293.69270549809465,148.66245431215492,342.2190294735204,198.12197682556962,350.61781631542107,354.89933120771445,401.94373590481365,240.1159110350727,445.8040671902947,352.0997355937476,198.50645462322103,195.32238121160276,190.1076677813204,347.4337429038028,235.83439614277927,213.9863519713819,231.16840345283453,345.56734582782485,183.5752780153977,113.20090986857451,168.6441014075744,255.04708764289603
labeled-data,Horse Walk,img0437.png,523.2595458433782,432.3548098607979,508.3283692355548,357.6989268216813,458.86884672214006,249.44789641496226,365.5489929232444,248.51469787697334,417.808111050626,304.5066101563108,415.00851543665914,440.7535967026985,469.1340306400186,325.97017653005673,508.3283692355548,439.82039816470956,272.2291391243486,286.77583793452055,297.4254996500504,445.4195893926433,303.95788941597317,297.97422039038804,303.02469087798426,430.48841278481996,250.7655727506026,199.98837390154756,236.76759468076824,353.9661326697255
labeled-data,Horse Walk,img0479.png,484.0652072478419,357.6989268216813,472.86682479197447,278.3770510926199,434.60568473442714,171.9924177618788,322.6218601757524,162.66043238198927,387.01255929699033,217.71914612333774,386.0793607590014,365.16451512559297,438.33847888638303,242.91550664903957,500.86278093164316,363.298118049615,245.16638152266887,209.3203592814371,273.1623376623376,363.298118049615,272.2291391243486,213.9863519713819,275.02873473831545,344.63414728983594,222.7696166109339,122.53289524846411,215.30402830702224,280.24344816859787
labeled-data,Horse Walk,img0504.png,538.1907224512015,315.7049926121782,505.52877362158796,248.51469787697334,439.27167742437194,155.1948440780776,335.68663970759775,145.862858698188,388.8789563729683,203.7211680535034,380.4801695310677,343.7009487518469,437.4052803483941,233.58352126915003,483.132008709853,339.96815459989114,236.76759468076824,206.52076366747025,267.5631464344038,353.0329341317365,277.8283303522824,196.25557974959173,275.02873473831545,341.834551675869,223.70281514892287,104.80212302667394,213.43763123104435,276.51065401664204
labeled-data,Horse Walk,img0591.png,457.0024496461621,353.9661326697255,447.67046426627263,280.24344816859787,390.7453534489462,169.19282214791195,294.62590403608357,169.19282214791195,344.0854265494983,227.98433004121625,299.29189672602837,356.76572828369234,390.7453534489462,245.71510226300643,413.1421183606812,358.6321253596702,177.97608678746394,227.05113150322728,186.37487362936457,365.16451512559297,214.37082976903326,221.45194027529357,191.04086631930937,354.89933120771445,176.10968971148606,119.73329963449726,156.51252041371794,283.9762423205537
labeled-data,Horse Walk,img0605.png,448.60366280426155,334.36896337195736,434.60568473442714,252.24749202892912,391.67855198693513,149.59565285014384,287.1603157321719,135.5976747803095,340.35263239754255,196.25557974959173,292.75950696010574,339.03495606190216,383.27976514503456,217.71914612333774,406.60972859475845,335.30216190994634,175.17649117349708,190.65638852165796,174.2432926355081,339.03495606190216,218.1036239209891,185.05719729372424,183.5752780153977,324.10377945407885,171.44369702154125,90.80414495683954,152.7797262617621,250.38109495295123
labeled-data,Horse Walk,img0811.png,486.86480286180876,311.9721984602224,471.93362625398544,235.4499183451279,422.4741037405708,121.59969671047514,317.02266894781854,118.80010109650829,387.01255929699033,183.1908002177463,375.8141768411229,313.8385955362003,440.204875962361,194.3891826736138,503.66237654561,316.6381911501672,237.7007932187572,172.92561629986778,261.9639552064701,319.43778676413405,267.5631464344038,173.85881483785676,273.1623376623376,309.17260284625553,219.03682245897807,72.14017419706039,212.50443269305538,229.8507271171942
labeled-data,Horse Walk,img1014.png,488.7311999377867,297.97422039038804,459.8020452601291,223.31833735127145,406.60972859475845,135.5976747803095,294.62590403608357,129.99848355237577,359.94980169531055,179.45800606579047,328.2210514036861,334.36896337195736,375.8141768411229,215.8527490473598,410.34252274671434,326.9033750680457,190.1076677813204,183.1908002177463,190.1076677813204,312.90539699821136,159.3121160276848,196.25557974959173,171.44369702154125,324.10377945407885,144.38093941986148,92.67054203281748,112.65218912823696,247.58149933898437
labeled-data,Horse Walk,img1063.png,438.33847888638303,367.0309122015709,431.8060891204603,289.5754335484874,388.8789563729683,181.3244031417684,287.1603157321719,184.12399875573527,339.4194338595535,256.9134847188739,289.95991134613877,383.82848588537206,350.61781631542107,274.6442569406641,363.68259584726644,376.3628975814604,178.9092853254529,238.24951395909477,188.24127070534246,391.2940741892837,143.4477408818725,244.78190372501751,137.8485496539388,389.42767711330583,145.31413795785045,147.72925577416595,109.8525935142701,306.37300723228867
labeled-data,Horse Walk,img1188.png,576.4518625087487,262.5126759468077,548.4559063690799,200.92157243953648,446.7372657282836,158.92763823003344,335.68663970759775,169.19282214791195,397.27774321486885,220.5187417373046,367.4153899992222,352.0997355937476,391.67855198693513,280.24344816859787,413.1421183606812,362.3649195116261,237.7007932187572,232.65032273116105,279.69472742826025,366.0977136635819,192.90726339528726,236.38311688311688,153.71292479975108,364.231316587604,193.84046193327623,139.33046893226532,143.4477408818725,273.7110584026752
labeled-data,Horse Walk,img1210.png,609.1138113383622,266.2454700987635,585.7838478886383,209.3203592814371,476.59961894393024,162.66043238198927,361.8161987712885,178.52480752780156,446.7372657282836,237.31631542110586,453.26965549420635,382.89528734738315,424.3405008165486,255.04708764289603,415.94171397464805,365.16451512559297,233.0348005288124,249.44789641496226,211.5712341550664,391.2940741892837,274.09553620032653,246.6483008009954,310.4902791818959,381.9620888093942,227.4356093008787,149.59565285014384,177.97608678746394,297.97422039038804
labeled-data,Horse Walk,img1263.png,552.1887005210358,269.97826425071935,527.9255385333229,203.7211680535034,434.60568473442714,150.5288513881328,317.9558674858076,157.99443969204447,389.8121549109572,236.38311688311688,359.01660315732164,363.298118049615,418.7413095886149,243.84870518702854,457.93564818415115,359.56532389765925,209.70483707908852,223.31833735127145,177.04288824947497,353.0329341317365,187.30807216735354,224.25153588926042,205.03884438914372,360.49852243564817,193.84046193327623,124.399292324442,140.64814526790565,255.98028618088495
labeled-data,Horse Walk,img1370.png,516.7271560774554,339.03495606190216,504.59557508359893,274.6442569406641,463.53483941208486,192.5227855976359,387.94575783497936,195.32238121160276,420.60770666459285,252.24749202892912,378.61377245508976,377.29609611944943,423.4073022785597,283.0430437825647,439.27167742437194,373.56330196749354,321.68866163776335,247.58149933898437,329.154249941675,374.4965005054825,267.5631464344038,245.71510226300643,263.830352282448,382.89528734738315,269.42954351038173,148.66245431215492,231.16840345283453,282.10984524457575
labeled-data,Horse Walk,img1391.png,522.3263473053892,347.4337429038028,498.9963838556652,284.90944085854267,455.1360525701843,205.58756512948128,380.4801695310677,210.25355781942608,439.27167742437194,241.9823081110506,471.93362625398544,386.628081499339,380.4801695310677,279.3102496306089,377.68057391710084,394.09366980325063,295.5591025740726,273.7110584026752,290.8931098841278,400.6260595691733,257.29796251652533,270.91146278870826,250.7655727506026,395.0268683412396,256.36476397853636,171.0592192238899,232.10160199082344,302.64021308033284
labeled-data,Horse Walk,img1520.png,503.66237654561,249.44789641496226,501.7959794696321,194.3891826736138,491.53079555175356,105.73532156466285,419.6745081266038,89.87094641885062,459.8020452601291,139.33046893226532,438.33847888638303,268.1118671747414,427.1400964305155,159.8608367680224,458.86884672214006,268.1118671747414,341.28583093553146,148.66245431215492,351.55101485341,273.7110584026752,303.95788941597317,145.862858698188,300.2250952640174,272.7778598646862,312.35667625787374,49.74340928532547,284.36072011820505,192.5227855976359
labeled-data,Horse Walk,img1583.png,441.1380745003499,470.6159499183451,433.67248619643823,409.02484641107395,415.00851543665914,318.5045882261451,343.1522280115094,311.0389999222334,377.68057391710084,377.29609611944943,362.7493973092775,475.2819426082899,356.2170075433548,381.9620888093942,382.34656660704553,474.34874407030094,265.69674935842596,356.76572828369234,276.8951318142934,472.48234699432305,233.0348005288124,362.3649195116261,224.63601368691184,471.5491484563341,230.23520491484555,271.84466132669723,213.43763123104435,418.3568317909635
labeled-data,Horse Walk,img1604.png,426.20689789252657,395.9600668792285,422.4741037405708,335.30216190994634,419.6745081266038,247.58149933898437,347.8182207014542,240.1159110350727,382.34656660704553,297.97422039038804,357.1502060813437,419.29003032895247,358.0834046193327,309.17260284625553,381.4133680690566,411.8244420250408,271.2959405863597,296.1078233144101,282.4943230422271,423.95602301889727,234.90119760479035,294.2414262384322,228.36880783886767,422.0896259429193,236.76759468076824,200.92157243953648,218.1036239209891,353.0329341317365
labeled-data,Horse Walk,img1712.png,384.2129636830235,304.5066101563108,381.4133680690566,258.77988179485186,388.8789563729683,185.05719729372424,325.42145578971923,164.52682945796715,361.8161987712885,213.9863519713819,339.4194338595535,329.7029706820126,328.2210514036861,228.91752857920523,351.55101485341,326.9033750680457,251.69877128859156,213.05315343339294,255.4315654405474,333.4357648339684,218.1036239209891,211.18675635741505,201.3060502371879,337.1685589859243,219.97002099696704,115.06730694455246,195.70685900925412,273.7110584026752
